id_employee,age,genre,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
684,45,F,Marié(e),Commercial,Cadre Commercial,2,5,1,1,1,3,1,4,3,3,Non,14.0,1,2,4,26,4,Infra & Cloud,Frequent,0,0
686,26,F,Marié(e),Consulting,Consultant,1,3,3,2,3,3,4,3,3,3,Oui,13.0,0,1,2,6,3,Infra & Cloud,Occasionnel,0,2
689,37,M,Marié(e),Consulting,Tech Lead,1,10,10,7,3,3,3,3,3,3,Non,15.0,0,1,2,3,3,Autre,Occasionnel,7,8
690,29,F,Marié(e),Commercial,Cadre Commercial,1,6,6,0,2,3,3,1,2,3,Non,14.0,0,1,5,3,2,Transformation Digitale,Occasionnel,1,2
691,35,M,Célibataire,Consulting,Assistant de Direction,1,17,17,11,2,1,4,2,3,3,Non,13.0,0,0,3,6,4,Infra & Cloud,Occasionnel,11,8
692,33,M,Divorcé(e),Consulting,Manager,3,15,13,11,3,3,4,3,1,4,Non,23.0,0,1,2,6,3,Infra & Cloud,Frequent,4,7
698,54,M,Marié(e),Ressources Humaines,Ressources Humaines,2,16,9,7,3,3,2,3,4,3,Non,15.0,0,1,1,19,4,Transformation Digitale,Occasionnel,7,1
699,36,M,Divorcé(e),Consulting,Tech Lead,2,13,3,2,2,2,2,3,3,3,Oui,11.0,0,1,2,9,2,Transformation Digitale,Occasionnel,0,2
700,27,M,Célibataire,Consulting,Assistant de Direction,0,5,4,2,1,2,4,4,3,3,Non,13.0,0,0,0,3,4,Transformation Digitale,Occasionnel,1,1
701,20,M,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,3,3,4,3,3,Oui,11.0,1,0,5,10,1,Transformation Digitale,Occasionnel,1,1
702,33,M,Célibataire,Consulting,Assistant de Direction,1,10,10,8,1,3,1,1,3,3,Oui,11.0,1,0,3,3,3,Infra & Cloud,Frequent,9,7
704,35,M,Marié(e),Consulting,Consultant,1,1,1,0,3,2,3,3,3,3,Non,18.0,0,2,3,3,3,Infra & Cloud,Aucun,0,0
705,23,M,Marié(e),Consulting,Assistant de Direction,2,5,3,2,1,4,1,1,4,3,Non,16.0,0,1,3,4,3,Transformation Digitale,Occasionnel,0,2
707,25,M,Marié(e),Commercial,Cadre Commercial,0,4,3,2,4,4,2,3,3,4,Non,22.0,0,1,4,8,3,Infra & Cloud,Occasionnel,1,2
709,38,F,Célibataire,Commercial,Cadre Commercial,0,8,7,7,4,2,4,1,3,4,Non,20.0,0,0,2,7,4,Marketing,Occasionnel,0,5
710,29,M,Divorcé(e),Consulting,Assistant de Direction,1,10,10,7,2,1,4,4,3,3,Non,18.0,0,1,5,1,4,Infra & Cloud,Frequent,2,8
712,48,M,Marié(e),Commercial,Cadre Commercial,3,12,2,2,2,4,2,4,3,3,Non,12.0,0,0,3,2,1,Marketing,Occasionnel,2,2
714,27,F,Divorcé(e),Commercial,Cadre Commercial,1,6,6,5,4,4,4,2,3,4,Oui,20.0,0,2,3,3,1,Transformation Digitale,Frequent,0,4
715,37,M,Célibataire,Consulting,Assistant de Direction,3,4,1,0,4,4,4,1,3,3,Non,17.0,0,0,2,10,2,Infra & Cloud,Occasionnel,0,0
716,50,M,Marié(e),Consulting,Consultant,1,20,20,8,4,4,3,3,3,3,Oui,11.0,0,3,3,28,1,Transformation Digitale,Occasionnel,3,8
717,34,F,Célibataire,Consulting,Manager,1,9,8,7,4,2,2,2,4,3,Non,14.0,0,0,3,9,3,Transformation Digitale,Occasionnel,7,7
720,24,F,Célibataire,Commercial,Cadre Commercial,9,4,2,2,1,3,3,1,3,3,Non,14.0,1,0,3,3,2,Infra & Cloud,Occasionnel,2,0
721,39,F,Célibataire,Consulting,Manager,1,20,20,7,4,2,3,1,3,3,Non,11.0,0,0,4,2,4,Entrepreunariat,Occasionnel,11,10
722,32,M,Célibataire,Commercial,Cadre Commercial,1,10,10,7,4,3,4,4,2,3,Non,12.0,0,0,2,10,3,Marketing,Occasionnel,0,8
723,50,M,Marié(e),Commercial,Cadre Commercial,3,18,4,3,2,3,3,1,3,3,Oui,14.0,1,1,4,8,2,Entrepreunariat,Frequent,1,3
724,38,F,Célibataire,Consulting,Manager,0,10,9,7,2,4,4,3,2,3,Non,13.0,0,0,4,1,4,Infra & Cloud,Occasionnel,1,8
725,27,F,Marié(e),Consulting,Tech Lead,1,9,9,7,3,3,1,4,3,3,Non,11.0,0,0,3,1,2,Infra & Cloud,Occasionnel,0,7
727,32,F,Célibataire,Consulting,Directeur Technique,3,10,7,7,3,3,4,4,3,3,Non,15.0,0,0,6,3,2,Infra & Cloud,Occasionnel,7,7
728,47,M,Célibataire,Commercial,Cadre Commercial,2,20,7,7,4,3,1,4,3,3,Non,12.0,0,0,2,14,4,Marketing,Occasionnel,1,7
729,40,M,Marié(e),Commercial,Cadre Commercial,5,20,18,13,4,2,1,3,3,4,Oui,21.0,0,1,2,5,4,Infra & Cloud,Frequent,1,12
730,53,M,Marié(e),Consulting,Directeur Technique,3,32,5,1,3,4,3,3,3,3,Non,19.0,0,0,3,7,3,Infra & Cloud,Occasionnel,1,3
731,41,M,Divorcé(e),Ressources Humaines,Senior Manager,3,23,21,6,2,2,4,2,2,3,Non,15.0,0,3,2,10,4,Ressources Humaines,Occasionnel,12,6
732,60,M,Célibataire,Commercial,Cadre Commercial,8,10,2,2,1,3,1,4,3,3,Non,14.0,0,0,1,16,4,Marketing,Occasionnel,2,2
733,27,M,Divorcé(e),Consulting,Tech Lead,1,9,9,7,4,3,1,3,2,4,Non,21.0,0,2,4,10,2,Infra & Cloud,Frequent,1,7
734,41,M,Marié(e),Ressources Humaines,Senior Manager,1,22,22,7,4,2,3,2,3,3,Non,12.0,0,1,3,1,3,Ressources Humaines,Occasionnel,2,10
738,50,M,Marié(e),Commercial,Représentant Commercial,7,4,2,2,4,3,2,4,3,3,Non,15.0,0,1,2,8,4,Marketing,Occasionnel,2,2
741,28,F,Célibataire,Consulting,Assistant de Direction,7,10,7,7,1,1,2,4,3,3,Oui,13.0,1,0,4,1,2,Infra & Cloud,Occasionnel,3,7
742,36,F,Marié(e),Consulting,Directeur Technique,9,10,8,7,1,4,1,1,3,3,Non,14.0,0,1,2,8,3,Infra & Cloud,Aucun,0,5
743,38,F,Célibataire,Consulting,Tech Lead,4,10,1,0,3,3,3,4,4,3,Oui,14.0,0,0,4,1,3,Infra & Cloud,Occasionnel,0,0
744,44,M,Célibataire,Consulting,Consultant,2,9,5,2,1,1,3,3,3,3,Non,14.0,0,0,5,24,3,Transformation Digitale,Aucun,1,4
746,47,F,Divorcé(e),Commercial,Cadre Commercial,9,28,22,2,4,3,3,4,2,3,Oui,12.0,0,2,2,3,3,Transformation Digitale,Frequent,11,13
747,30,M,Divorcé(e),Commercial,Cadre Commercial,7,10,8,7,3,3,4,4,2,4,Non,23.0,0,1,2,27,5,Marketing,Occasionnel,7,7
749,29,M,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,3,3,3,3,3,Non,11.0,0,0,6,10,3,Infra & Cloud,Occasionnel,0,0
752,42,M,Divorcé(e),Consulting,Assistant de Direction,6,7,2,2,3,4,3,4,3,3,Oui,12.0,1,0,2,19,3,Transformation Digitale,Frequent,2,2
754,43,M,Marié(e),Commercial,Cadre Commercial,3,7,2,2,4,2,4,3,3,3,Non,18.0,0,1,5,15,3,Infra & Cloud,Frequent,2,2
757,34,F,Célibataire,Consulting,Manager,3,10,5,1,2,3,3,4,3,3,Non,11.0,0,0,2,8,2,Transformation Digitale,Occasionnel,4,3
758,23,M,Marié(e),Consulting,Consultant,1,5,4,3,2,3,1,4,4,3,Non,14.0,0,1,2,9,1,Transformation Digitale,Occasionnel,0,2
760,39,F,Marié(e),Ressources Humaines,Ressources Humaines,9,12,8,3,3,4,2,3,1,3,Non,15.0,0,1,3,3,3,Ressources Humaines,Occasionnel,3,6
762,56,M,Marié(e),Consulting,Manager,7,30,10,7,3,3,4,3,2,3,Non,11.0,0,0,1,9,3,Transformation Digitale,Occasionnel,1,1
763,40,F,Célibataire,Consulting,Assistant de Direction,0,5,4,2,4,2,4,4,2,4,Oui,20.0,0,0,2,2,1,Transformation Digitale,Occasionnel,2,3
764,27,F,Célibataire,Consulting,Manager,8,9,7,6,4,2,1,1,1,3,Non,19.0,0,0,2,7,3,Transformation Digitale,Occasionnel,0,7
766,29,M,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,4,3,2,4,3,3,Non,14.0,0,2,2,10,3,Marketing,Occasionnel,2,2
769,53,M,Célibataire,Consulting,Consultant,2,19,2,2,4,3,4,4,3,3,Non,17.0,0,0,4,6,3,Infra & Cloud,Occasionnel,2,2
771,35,F,Divorcé(e),Consulting,Manager,2,16,1,0,4,3,1,1,4,3,Non,11.0,0,1,2,2,4,Infra & Cloud,Aucun,0,0
772,32,M,Marié(e),Consulting,Consultant,1,10,10,8,1,3,4,4,3,3,Non,15.0,0,2,2,24,4,Infra & Cloud,Frequent,4,7
773,38,M,Marié(e),Consulting,Assistant de Direction,6,6,1,0,4,3,3,2,1,3,Oui,13.0,0,1,0,2,5,Transformation Digitale,Occasionnel,0,1
775,34,F,Divorcé(e),Consulting,Tech Lead,3,7,0,0,2,3,1,3,3,3,Non,14.0,0,1,3,8,5,Infra & Cloud,Occasionnel,0,0
776,52,M,Marié(e),Commercial,Senior Manager,1,34,34,6,3,2,1,1,4,3,Non,11.0,0,0,3,3,4,Marketing,Occasionnel,1,16
780,33,M,Célibataire,Consulting,Assistant de Direction,1,10,10,9,4,3,4,3,2,3,Oui,13.0,1,0,2,1,4,Autre,Occasionnel,7,8
781,25,F,Célibataire,Commercial,Cadre Commercial,1,6,6,5,3,3,4,2,2,4,Non,23.0,0,0,5,26,1,Transformation Digitale,Occasionnel,1,4
783,45,M,Célibataire,Commercial,Représentant Commercial,0,9,8,7,2,1,3,1,3,3,Non,13.0,0,0,3,2,2,Entrepreunariat,Occasionnel,3,1
784,23,M,Célibataire,Consulting,Assistant de Direction,1,2,2,2,1,4,3,4,3,3,Non,18.0,0,0,3,10,1,Transformation Digitale,Occasionnel,0,2
785,47,F,Célibataire,Commercial,Cadre Commercial,4,8,5,4,2,4,3,4,3,3,Oui,12.0,1,0,2,27,2,Infra & Cloud,Frequent,1,3
786,34,M,Célibataire,Commercial,Cadre Commercial,1,6,6,5,4,3,4,3,3,4,Non,22.0,0,0,5,2,3,Autre,Occasionnel,1,4
787,55,M,Marié(e),Consulting,Senior Manager,5,24,5,2,4,3,1,4,3,3,Oui,13.0,1,1,2,2,3,Transformation Digitale,Occasionnel,1,4
789,36,M,Célibataire,Commercial,Cadre Commercial,1,10,10,7,1,2,1,2,3,3,Non,15.0,0,0,1,8,4,Infra & Cloud,Aucun,0,9
791,52,M,Marié(e),Consulting,Assistant de Direction,0,5,4,3,4,3,4,1,3,3,Non,18.0,0,1,3,19,4,Transformation Digitale,Aucun,1,2
792,26,F,Divorcé(e),Consulting,Consultant,3,5,2,2,1,1,4,1,3,3,Non,14.0,0,1,2,1,2,Infra & Cloud,Frequent,2,0
793,29,F,Marié(e),Consulting,Manager,4,11,8,7,2,3,3,1,2,3,Non,12.0,0,1,3,27,3,Transformation Digitale,Occasionnel,1,1
796,26,M,Célibataire,Commercial,Cadre Commercial,6,6,4,3,4,2,1,3,2,3,Non,17.0,1,0,2,8,3,Entrepreunariat,Occasionnel,1,2
797,34,F,Célibataire,Consulting,Assistant de Direction,2,10,4,2,2,4,4,3,3,3,Non,16.0,0,0,2,1,4,Infra & Cloud,Occasionnel,1,3
799,54,F,Divorcé(e),Consulting,Tech Lead,9,9,5,3,4,3,1,2,3,3,Oui,11.0,0,2,4,19,4,Transformation Digitale,Occasionnel,1,4
800,27,M,Marié(e),Commercial,Cadre Commercial,0,5,4,2,3,3,4,2,3,3,Non,19.0,0,1,3,8,1,Marketing,Frequent,1,1
802,37,F,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,4,3,1,2,2,3,Oui,13.0,0,2,3,10,1,Infra & Cloud,Occasionnel,4,3
803,38,F,Célibataire,Consulting,Tech Lead,6,17,15,7,1,4,1,4,3,3,Oui,12.0,0,0,2,2,4,Infra & Cloud,Frequent,4,12
804,34,F,Célibataire,Consulting,Assistant de Direction,1,6,6,5,3,2,1,3,3,3,Non,11.0,0,0,3,2,4,Transformation Digitale,Occasionnel,1,3
805,35,F,Marié(e),Commercial,Représentant Commercial,1,3,3,2,1,3,4,2,2,3,Non,16.0,0,1,1,8,4,Infra & Cloud,Occasionnel,0,2
806,30,M,Marié(e),Consulting,Consultant,3,7,2,2,4,1,3,3,3,4,Non,21.0,0,2,2,1,3,Infra & Cloud,Occasionnel,0,2
807,40,F,Marié(e),Consulting,Manager,1,8,8,7,3,4,2,4,3,4,Non,24.0,0,1,2,2,2,Transformation Digitale,Frequent,3,7
808,34,F,Marié(e),Commercial,Cadre Commercial,5,6,3,2,3,3,1,2,3,3,Non,17.0,0,1,1,8,2,Infra & Cloud,Occasionnel,1,2
809,42,M,Divorcé(e),Consulting,Senior Manager,1,24,24,7,2,3,4,2,2,3,Non,13.0,0,1,4,8,3,Infra & Cloud,Frequent,14,9
811,23,M,Marié(e),Consulting,Consultant,1,1,0,0,3,4,1,3,3,4,Oui,21.0,1,2,2,6,3,Infra & Cloud,Occasionnel,0,0
812,24,M,Divorcé(e),Consulting,Consultant,1,1,1,0,3,2,2,3,3,3,Non,11.0,0,3,4,9,3,Infra & Cloud,Aucun,0,0
813,52,F,Marié(e),Consulting,Consultant,8,9,5,2,4,3,3,2,3,4,Non,20.0,0,1,3,11,4,Infra & Cloud,Occasionnel,1,4
815,50,M,Marié(e),Consulting,Directeur Technique,5,30,4,3,3,3,3,4,3,3,Non,16.0,0,0,3,2,3,Transformation Digitale,Occasionnel,0,3
816,29,F,Marié(e),Consulting,Consultant,1,1,1,0,2,2,1,4,3,3,Oui,11.0,1,1,1,1,2,Infra & Cloud,Occasionnel,0,0
817,33,M,Marié(e),Consulting,Directeur Technique,0,14,13,9,3,3,3,4,4,3,Non,11.0,0,0,3,7,3,Transformation Digitale,Occasionnel,3,7
819,33,F,Célibataire,Commercial,Cadre Commercial,5,6,3,2,1,3,1,3,3,3,Non,15.0,1,0,3,16,3,Marketing,Occasionnel,0,2
820,47,F,Marié(e),Consulting,Senior Manager,1,26,26,14,3,3,4,3,2,3,Oui,11.0,0,1,3,2,2,Autre,Occasionnel,3,0
823,36,F,Marié(e),Consulting,Tech Lead,0,10,9,7,3,3,2,1,3,3,Non,15.0,0,1,2,1,3,Autre,Occasionnel,0,5
824,29,M,Marié(e),Consulting,Assistant de Direction,1,10,10,7,3,4,3,3,3,4,Non,24.0,0,1,3,23,2,Infra & Cloud,Occasionnel,0,7
825,58,M,Célibataire,Consulting,Directeur Technique,7,40,31,15,4,3,2,4,3,3,Oui,12.0,1,0,2,2,4,Infra & Cloud,Occasionnel,13,8
826,35,F,Célibataire,Consulting,Assistant de Direction,3,7,2,2,4,4,3,3,3,3,Non,13.0,0,0,0,1,4,Infra & Cloud,Occasionnel,2,2
827,42,F,Marié(e),Consulting,Tech Lead,9,8,4,3,4,2,4,4,3,3,Oui,13.0,0,1,4,1,2,Infra & Cloud,Occasionnel,0,2
828,28,M,Célibataire,Consulting,Assistant de Direction,6,5,2,2,3,3,3,4,2,3,Non,17.0,1,0,3,2,4,Transformation Digitale,Occasionnel,2,1
829,36,M,Marié(e),Ressources Humaines,Ressources Humaines,4,8,5,2,3,3,2,2,3,3,Non,13.0,0,1,2,13,3,Ressources Humaines,Occasionnel,0,4
830,32,F,Marié(e),Consulting,Tech Lead,1,14,14,13,3,2,3,3,3,3,Non,12.0,0,1,3,4,3,Infra & Cloud,Occasionnel,6,8
832,40,M,Célibataire,Consulting,Consultant,6,10,1,0,1,2,3,4,3,3,Non,14.0,0,0,6,16,4,Transformation Digitale,Frequent,0,0
833,30,F,Célibataire,Consulting,Tech Lead,5,12,0,0,3,2,4,2,2,4,Oui,24.0,0,0,4,2,3,Transformation Digitale,Occasionnel,0,0
834,45,F,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,2,3,4,3,3,Non,14.0,0,0,3,2,3,Infra & Cloud,Occasionnel,0,0
836,42,M,Marié(e),Consulting,Tech Lead,1,10,9,8,2,3,2,4,2,3,Non,13.0,0,1,3,29,3,Infra & Cloud,Occasionnel,7,8
837,38,M,Divorcé(e),Consulting,Manager,2,13,4,3,1,2,1,3,2,3,Non,15.0,0,1,3,12,3,Infra & Cloud,Frequent,1,2
838,34,F,Célibataire,Consulting,Assistant de Direction,1,6,5,2,3,2,4,3,3,3,Non,16.0,0,0,3,16,4,Infra & Cloud,Frequent,1,3
840,49,F,Marié(e),Commercial,Cadre Commercial,1,9,9,8,3,3,4,1,4,3,Non,18.0,1,2,3,11,3,Marketing,Occasionnel,7,7
842,55,M,Célibataire,Commercial,Cadre Commercial,4,12,9,7,3,3,4,3,2,3,Non,16.0,1,0,3,2,1,Transformation Digitale,Occasionnel,7,3
843,43,M,Marié(e),Consulting,Directeur Technique,6,22,4,1,2,3,1,3,3,4,Non,24.0,0,1,3,14,2,Infra & Cloud,Occasionnel,1,0
844,27,M,Divorcé(e),Consulting,Directeur Technique,1,9,9,8,3,2,4,2,3,3,Oui,16.0,0,1,3,5,1,Entrepreunariat,Occasionnel,0,8
845,35,M,Célibataire,Consulting,Tech Lead,3,17,8,5,3,3,3,2,4,4,Non,21.0,0,0,3,7,3,Autre,Occasionnel,1,6
846,28,F,Marié(e),Commercial,Cadre Commercial,1,8,8,7,2,3,2,1,3,4,Oui,20.0,0,0,2,2,4,Marketing,Occasionnel,7,5
847,34,M,Marié(e),Ressources Humaines,Ressources Humaines,0,4,3,2,3,3,4,3,1,3,Non,19.0,0,1,1,3,2,Ressources Humaines,Occasionnel,0,2
848,26,F,Marié(e),Consulting,Assistant de Direction,1,8,8,7,3,2,3,1,3,3,Oui,14.0,1,1,2,5,2,Transformation Digitale,Frequent,1,7
850,27,M,Marié(e),Consulting,Assistant de Direction,1,0,0,0,4,3,4,3,2,3,Non,11.0,0,3,6,3,3,Transformation Digitale,Aucun,0,0
851,51,F,Marié(e),Commercial,Senior Manager,2,29,20,6,1,3,3,3,2,3,Non,14.0,0,1,2,26,4,Marketing,Occasionnel,4,17
852,44,M,Célibataire,Consulting,Manager,9,10,5,2,4,3,2,4,2,3,Non,12.0,0,0,2,4,3,Transformation Digitale,Occasionnel,2,3
854,25,M,Célibataire,Consulting,Assistant de Direction,7,6,4,3,1,4,1,3,2,3,Non,13.0,0,0,3,2,1,Transformation Digitale,Occasionnel,0,1
855,33,M,Divorcé(e),Commercial,Cadre Commercial,1,9,9,8,1,4,1,1,3,4,Non,22.0,0,1,5,1,3,Transformation Digitale,Occasionnel,0,8
856,35,F,Célibataire,Consulting,Assistant de Direction,1,6,6,5,3,2,1,4,2,3,Non,11.0,0,0,3,27,1,Transformation Digitale,Occasionnel,1,1
857,36,M,Marié(e),Commercial,Cadre Commercial,1,18,18,14,2,3,4,4,2,3,Oui,14.0,0,1,1,1,2,Infra & Cloud,Occasionnel,4,11
859,32,M,Divorcé(e),Commercial,Cadre Commercial,2,8,5,2,2,3,4,3,2,3,Non,11.0,0,1,3,13,4,Infra & Cloud,Occasionnel,0,3
861,30,M,Divorcé(e),Consulting,Assistant de Direction,9,10,5,4,2,2,4,2,2,3,Non,12.0,0,1,3,5,4,Infra & Cloud,Frequent,0,3
862,53,F,Marié(e),Commercial,Cadre Commercial,7,35,5,2,1,2,4,4,3,3,Oui,18.0,0,1,3,7,2,Marketing,Occasionnel,0,4
864,45,M,Divorcé(e),Commercial,Cadre Commercial,4,18,5,4,4,3,1,3,3,3,Oui,12.0,0,1,2,9,3,Marketing,Occasionnel,0,2
865,32,F,Marié(e),Consulting,Assistant de Direction,5,9,5,3,3,4,3,3,2,3,Non,12.0,0,1,3,8,2,Transformation Digitale,Occasionnel,1,3
867,52,F,Marié(e),Consulting,Tech Lead,3,31,9,8,3,2,4,3,3,4,Non,22.0,0,0,3,25,4,Transformation Digitale,Frequent,0,0
868,37,M,Divorcé(e),Commercial,Cadre Commercial,4,9,1,0,4,2,3,4,3,3,Non,19.0,0,2,2,16,4,Marketing,Occasionnel,0,0
869,28,M,Divorcé(e),Ressources Humaines,Ressources Humaines,1,6,5,1,2,2,4,4,3,3,Non,13.0,0,1,6,8,2,Transformation Digitale,Occasionnel,0,4
872,22,M,Marié(e),Consulting,Tech Lead,6,4,2,2,4,2,4,1,1,4,Non,22.0,0,2,2,1,2,Infra & Cloud,Occasionnel,2,2
874,44,M,Marié(e),Consulting,Consultant,2,10,3,2,1,4,4,3,2,4,Oui,24.0,0,1,2,8,4,Infra & Cloud,Occasionnel,0,2
875,42,M,Célibataire,Consulting,Assistant de Direction,5,8,2,1,2,3,4,4,3,3,Oui,14.0,0,0,2,2,1,Transformation Digitale,Frequent,2,2
878,36,M,Marié(e),Ressources Humaines,Ressources Humaines,0,6,5,4,1,2,1,3,3,4,Non,21.0,0,0,3,8,3,Infra & Cloud,Occasionnel,0,3
879,25,M,Marié(e),Commercial,Cadre Commercial,1,5,5,3,3,3,1,4,3,3,Oui,18.0,0,0,3,3,1,Autre,Occasionnel,0,3
880,35,F,Marié(e),Consulting,Tech Lead,1,17,17,14,4,2,3,2,3,4,Oui,20.0,0,1,2,9,3,Infra & Cloud,Occasionnel,5,15
881,35,F,Divorcé(e),Consulting,Assistant de Direction,1,10,10,2,4,3,2,1,2,3,Oui,19.0,1,1,3,25,4,Infra & Cloud,Frequent,7,8
882,32,M,Divorcé(e),Consulting,Consultant,0,4,3,0,4,3,4,2,3,3,Non,12.0,0,1,2,1,3,Infra & Cloud,Aucun,0,2
885,25,M,Marié(e),Commercial,Cadre Commercial,1,5,5,2,3,2,1,1,4,3,Non,12.0,0,0,1,4,1,Marketing,Occasionnel,0,3
887,49,F,Marié(e),Consulting,Assistant de Direction,2,7,4,2,3,3,1,2,3,3,Non,16.0,0,1,2,1,3,Entrepreunariat,Occasionnel,0,2
888,24,M,Marié(e),Consulting,Consultant,0,6,5,2,1,2,4,4,2,3,Non,17.0,0,0,2,4,1,Infra & Cloud,Aucun,3,4
889,32,M,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,3,2,4,3,3,Non,14.0,0,1,3,5,2,Infra & Cloud,Frequent,5,3
893,38,M,Marié(e),Commercial,Représentant Commercial,0,3,2,2,2,2,2,4,3,3,Non,19.0,0,1,3,9,3,Marketing,Occasionnel,1,2
894,42,F,Marié(e),Consulting,Consultant,2,17,5,3,3,4,4,2,2,3,Oui,13.0,0,1,1,3,3,Infra & Cloud,Occasionnel,1,3
895,31,M,Marié(e),Consulting,Assistant de Direction,3,8,6,4,4,3,4,2,3,3,Oui,19.0,0,1,2,11,4,Infra & Cloud,Occasionnel,0,2
896,29,F,Divorcé(e),Commercial,Représentant Commercial,6,5,3,2,2,2,3,3,3,3,Oui,19.0,1,3,3,1,3,Transformation Digitale,Occasionnel,0,2
897,53,M,Marié(e),Commercial,Cadre Commercial,5,28,2,0,1,3,4,3,3,3,Non,14.0,0,1,3,8,3,Marketing,Occasionnel,2,2
899,35,M,Marié(e),Consulting,Tech Lead,3,16,13,10,4,2,2,1,3,3,Non,16.0,0,0,2,25,3,Entrepreunariat,Occasionnel,4,8
900,37,F,Marié(e),Commercial,Représentant Commercial,5,10,5,4,3,3,4,2,3,3,Non,15.0,0,1,3,21,2,Transformation Digitale,Frequent,0,0
901,53,F,Célibataire,Consulting,Directeur Technique,6,33,12,9,4,3,4,3,3,3,Non,18.0,0,0,0,23,4,Infra & Cloud,Occasionnel,3,8
902,43,F,Marié(e),Consulting,Manager,4,12,5,2,4,3,4,2,2,3,Non,13.0,0,1,2,1,3,Infra & Cloud,Frequent,2,2
903,47,F,Marié(e),Commercial,Cadre Commercial,0,8,7,6,3,3,4,1,3,4,Oui,22.0,0,1,2,2,2,Marketing,Occasionnel,7,7
904,37,M,Célibataire,Commercial,Cadre Commercial,1,10,10,0,1,3,2,4,3,3,Oui,13.0,0,0,2,19,2,Transformation Digitale,Aucun,0,9
905,50,M,Divorcé(e),Consulting,Senior Manager,1,31,31,6,1,3,1,4,3,3,Non,11.0,0,1,3,2,4,Infra & Cloud,Aucun,14,7
909,39,F,Marié(e),Ressources Humaines,Ressources Humaines,8,13,5,4,4,2,4,3,3,3,Non,11.0,0,2,2,2,3,Infra & Cloud,Occasionnel,0,4
910,33,M,Divorcé(e),Ressources Humaines,Ressources Humaines,3,7,4,3,4,3,2,3,4,3,Oui,11.0,0,1,4,3,2,Ressources Humaines,Occasionnel,0,3
911,32,M,Célibataire,Consulting,Consultant,1,1,1,0,1,3,4,3,1,4,Oui,24.0,1,0,2,25,4,Infra & Cloud,Occasionnel,0,1
912,29,F,Divorcé(e),Consulting,Consultant,6,8,4,3,1,2,4,3,3,3,Non,14.0,0,3,5,7,1,Transformation Digitale,Occasionnel,0,3
913,44,M,Marié(e),Consulting,Assistant de Direction,1,8,8,7,2,3,1,4,3,3,Oui,13.0,0,0,0,9,2,Infra & Cloud,Occasionnel,7,1
916,28,M,Célibataire,Commercial,Cadre Commercial,1,4,4,2,1,3,4,2,3,3,Non,14.0,0,0,3,5,4,Transformation Digitale,Occasionnel,0,2
918,58,M,Divorcé(e),Consulting,Consultant,9,3,1,0,4,2,4,4,2,3,Oui,14.0,1,1,3,2,1,Infra & Cloud,Frequent,0,0
920,43,F,Divorcé(e),Consulting,Tech Lead,4,4,1,0,1,3,2,3,4,4,Non,21.0,0,1,2,8,3,Infra & Cloud,Occasionnel,0,0
922,20,F,Célibataire,Commercial,Représentant Commercial,1,2,2,2,3,2,3,4,2,3,Non,13.0,1,0,3,2,3,Transformation Digitale,Occasionnel,0,2
923,21,F,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,3,4,1,2,3,Non,19.0,1,0,3,18,1,Autre,Occasionnel,0,0
924,36,M,Marié(e),Consulting,Manager,0,17,16,8,3,3,4,1,2,3,Oui,17.0,0,1,2,14,1,Infra & Cloud,Occasionnel,4,11
925,47,F,Célibataire,Commercial,Représentant Commercial,1,3,3,2,4,2,4,1,2,3,Oui,18.0,0,0,3,2,4,Infra & Cloud,Occasionnel,1,2
926,22,F,Marié(e),Consulting,Tech Lead,0,4,3,2,2,3,3,1,4,3,Oui,19.0,1,1,3,3,1,Infra & Cloud,Occasionnel,0,2
927,41,F,Divorcé(e),Consulting,Consultant,4,10,7,7,2,1,4,3,2,3,Oui,13.0,1,1,1,2,4,Infra & Cloud,Occasionnel,1,0
930,28,F,Divorcé(e),Consulting,Assistant de Direction,5,6,2,2,3,3,3,2,3,3,Non,18.0,0,1,2,9,3,Transformation Digitale,Occasionnel,2,2
932,39,M,Marié(e),Consulting,Consultant,7,8,2,2,4,3,1,4,1,4,Oui,21.0,1,0,2,6,3,Transformation Digitale,Occasionnel,2,2
933,27,F,Célibataire,Consulting,Assistant de Direction,1,1,1,1,2,3,3,3,3,3,Non,19.0,0,0,2,4,3,Infra & Cloud,Occasionnel,0,0
934,34,M,Divorcé(e),Consulting,Consultant,1,1,1,0,2,3,2,2,3,3,Non,14.0,0,2,3,10,3,Infra & Cloud,Occasionnel,1,0
